frame, face_id, timestamp, confidence, success, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU07_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU23_r, AU25_r, AU26_r, AU45_r, AU01_c, AU02_c, AU04_c, AU05_c, AU06_c, AU07_c, AU09_c, AU10_c, AU12_c, AU14_c, AU15_c, AU17_c, AU20_c, AU23_c, AU25_c, AU26_c, AU28_c, AU45_c
381,  0,  15.200,  0.98,  1,  98.6,  -238.2,  1167.5,  0.121,  -0.109,  -0.035, 0.00, 0.00, 2.65, 0.00, 0.00, 0.20, 0.00, 0.16, 0.00, 0.00, 2.00, 0.54, 0.00, 0.00, 0.00, 0.02, 0.30, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
382,  0,  15.240,  0.98,  1,  98.5,  -235.9,  1164.1,  0.106,  -0.090,  -0.039, 0.00, 0.00, 2.73, 0.00, 0.00, 0.13, 0.00, 0.11, 0.00, 0.00, 1.24, 0.78, 0.00, 0.00, 0.00, 0.68, 0.37, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
383,  0,  15.280,  0.98,  1,  98.1,  -234.9,  1166.8,  0.101,  -0.073,  -0.029, 0.00, 0.00, 2.87, 0.00, 0.00, 0.35, 0.00, 0.09, 0.00, 0.00, 0.52, 1.04, 0.00, 0.00, 0.00, 1.59, 0.36, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00
384,  0,  15.320,  0.98,  1,  95.9,  -230.4,  1152.4,  0.090,  -0.060,  -0.029, 0.00, 0.00, 2.90, 0.00, 0.00, 0.54, 0.00, 0.13, 0.00, 0.00, 0.19, 0.83, 0.00, 0.00, 0.00, 2.36, 0.19, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
385,  0,  15.360,  0.98,  1,  92.2,  -228.0,  1136.5,  0.045,  -0.047,  -0.034, 0.00, 0.00, 2.87, 0.00, 0.00, 0.79, 0.00, 0.16, 0.00, 0.00, 0.00, 0.60, 0.00, 0.00, 0.00, 2.76, 0.10, 0.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
386,  0,  15.400,  0.98,  1,  88.2,  -229.7,  1129.2,  0.010,  0.008,  -0.031, 0.00, 0.00, 2.80, 0.09, 0.00, 0.79, 0.00, 0.07, 0.00, 0.00, 0.00, 0.22, 0.00, 0.08, 0.00, 2.73, 0.00, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
387,  0,  15.440,  0.98,  1,  84.1,  -233.0,  1120.9,  -0.027,  0.063,  -0.033, 0.00, 0.05, 2.94, 0.18, 0.00, 0.86, 0.00, 0.04, 0.00, 0.00, 0.00, 0.07, 0.00, 0.12, 0.00, 2.52, 0.01, 1.00, 1.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 1.00, 0.00
388,  0,  15.480,  0.98,  1,  80.3,  -240.2,  1124.0,  -0.069,  0.105,  -0.026, 0.08, 0.05, 3.07, 0.31, 0.00, 1.03, 0.00, 0.00, 0.00, 0.00, 0.00, 0.17, 0.00, 0.12, 0.00, 1.54, 0.08, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
389,  0,  15.520,  0.98,  1,  79.1,  -252.9,  1150.4,  -0.097,  0.159,  -0.022, 0.10, 0.09, 2.97, 0.30, 0.00, 1.37, 0.00, 0.00, 0.00, 0.00, 0.00, 0.63, 0.00, 0.29, 0.00, 0.66, 0.14, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00
390,  0,  15.560,  0.98,  1,  77.6,  -265.0,  1174.6,  -0.123,  0.204,  -0.016, 0.38, 0.09, 2.65, 0.22, 0.00, 1.79, 0.00, 0.00, 0.00, 0.00, 0.00, 0.99, 0.00, 0.53, 0.00, 0.08, 0.36, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
391,  0,  15.600,  0.98,  1,  73.2,  -271.4,  1182.6,  -0.119,  0.238,  -0.008, 0.50, 0.09, 2.33, 0.10, 0.15, 2.40, 0.00, 0.06, 0.01, 0.00, 0.00, 0.84, 0.00, 0.76, 0.00, 0.00, 0.33, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
392,  0,  15.640,  0.98,  1,  68.5,  -274.1,  1181.5,  -0.114,  0.239,  0.013, 0.64, 0.07, 2.17, 0.01, 0.32, 2.84, 0.06, 0.26, 0.15, 0.02, 0.00, 0.38, 0.00, 0.51, 0.09, 0.00, 0.32, 1.00, 0.00, 1.00, 1.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
393,  0,  15.680,  0.98,  1,  64.6,  -278.0,  1189.7,  -0.099,  0.243,  0.025, 0.39, 0.02, 1.99, 0.00, 0.51, 2.95, 0.06, 0.35, 0.26, 0.02, 0.00, 0.00, 0.00, 0.23, 0.28, 0.00, 0.09, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
394,  0,  15.720,  0.98,  1,  60.5,  -281.3,  1198.3,  -0.068,  0.251,  0.032, 0.19, 0.02, 1.81, 0.00, 0.47, 2.74, 0.06, 0.29, 0.39, 0.02, 0.00, 0.00, 0.00, 0.00, 0.55, 0.00, 0.05, 1.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
395,  0,  15.760,  0.98,  1,  55.8,  -282.1,  1207.3,  0.014,  0.261,  0.030, 0.03, 0.00, 1.77, 0.00, 0.31, 2.49, 0.00, 0.10, 0.29, 0.00, 0.00, 0.00, 0.00, 0.04, 0.46, 0.00, 0.03, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
396,  0,  15.800,  0.98,  1,  50.5,  -277.7,  1202.3,  0.073,  0.295,  0.025, 0.00, 0.00, 1.83, 0.00, 0.11, 2.37, 0.00, 0.00, 0.18, 0.00, 0.00, 0.13, 0.00, 0.11, 0.36, 0.00, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
397,  0,  15.840,  0.98,  1,  44.7,  -271.8,  1191.9,  0.100,  0.336,  0.024, 0.00, 0.00, 1.95, 0.00, 0.00, 2.29, 0.00, 0.00, 0.05, 0.00, 0.00, 0.27, 0.00, 0.11, 0.21, 0.00, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
398,  0,  15.880,  0.98,  1,  39.3,  -269.0,  1194.2,  0.105,  0.371,  0.025, 0.00, 0.00, 1.94, 0.00, 0.00, 2.18, 0.11, 0.16, 0.00, 0.00, 0.00, 0.55, 0.00, 0.07, 0.23, 0.00, 0.14, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
399,  0,  15.920,  0.98,  1,  33.7,  -266.3,  1194.6,  0.115,  0.388,  0.017, 0.00, 0.00, 2.00, 0.00, 0.00, 2.22, 0.29, 0.75, 0.01, 0.00, 0.00, 0.56, 0.00, 0.00, 0.42, 0.00, 0.16, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
400,  0,  15.960,  0.98,  1,  30.1,  -263.2,  1193.1,  0.140,  0.413,  0.000, 0.00, 0.00, 2.00, 0.00, 0.00, 2.34, 0.49, 1.47, 0.01, 0.00, 0.00, 0.63, 0.00, 0.00, 0.75, 0.00, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
401,  0,  16.000,  0.98,  1,  25.6,  -259.5,  1188.2,  0.152,  0.424,  -0.022, 0.00, 0.00, 2.09, 0.00, 0.00, 2.33, 0.47, 1.81, 0.01, 0.00, 0.00, 0.60, 0.00, 0.00, 0.89, 0.00, 0.17, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
402,  0,  16.040,  0.93,  1,  22.2,  -260.8,  1194.8,  0.156,  0.452,  -0.034, 0.05, 0.00, 2.13, 0.00, 0.00, 2.14, 0.37, 1.57, 0.00, 0.00, 0.00, 0.54, 0.00, 0.00, 0.86, 0.00, 0.05, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
403,  0,  16.080,  0.93,  1,  18.5,  -261.5,  1198.3,  0.158,  0.489,  -0.041, 0.17, 0.01, 2.25, 0.00, 0.00, 1.74, 0.17, 1.08, 0.00, 0.00, 0.00, 0.66, 0.00, 0.00, 0.47, 0.00, 0.15, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
404,  0,  16.120,  0.98,  1,  15.6,  -257.5,  1183.8,  0.154,  0.524,  -0.038, 0.32, 0.01, 2.28, 0.00, 0.00, 1.44, 0.08, 0.82, 0.00, 0.00, 0.00, 1.00, 0.20, 0.20, 0.32, 0.08, 0.19, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
405,  0,  16.160,  0.98,  1,  14.3,  -251.5,  1165.3,  0.188,  0.522,  -0.053, 0.49, 0.01, 2.26, 0.00, 0.00, 0.90, 0.00, 0.77, 0.00, 0.02, 0.14, 1.41, 0.35, 0.60, 0.06, 0.08, 0.20, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
406,  0,  16.200,  0.98,  1,  13.9,  -252.1,  1169.4,  0.187,  0.504,  -0.056, 0.55, 0.02, 2.26, 0.00, 0.00, 0.63, 0.00, 0.79, 0.00, 0.14, 0.14, 1.50, 0.35, 0.82, 0.00, 0.08, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
407,  0,  16.240,  0.98,  1,  13.4,  -253.8,  1176.3,  0.164,  0.500,  -0.049, 0.50, 0.02, 2.29, 0.00, 0.00, 0.79, 0.11, 1.03, 0.00, 0.14, 0.14, 1.21, 0.14, 0.70, 0.00, 0.00, 0.13, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
408,  0,  16.280,  0.98,  1,  12.7,  -254.9,  1182.4,  0.147,  0.494,  -0.041, 0.42, 0.02, 2.41, 0.00, 0.00, 1.29, 0.27, 1.19, 0.00, 0.12, 0.00, 0.88, 0.03, 0.30, 0.05, 0.00, 0.25, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
409,  0,  16.320,  0.98,  1,  13.1,  -254.3,  1182.6,  0.137,  0.495,  -0.039, 0.34, 0.00, 2.32, 0.00, 0.00, 1.68, 0.35, 1.41, 0.00, 0.00, 0.00, 0.67, 0.08, 0.08, 0.23, 0.00, 0.45, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
410,  0,  16.360,  0.98,  1,  14.4,  -253.2,  1182.5,  0.149,  0.503,  -0.029, 0.34, 0.04, 2.27, 0.13, 0.00, 1.45, 0.23, 1.25, 0.00, 0.00, 0.00, 0.60, 0.21, 0.00, 0.29, 0.00, 0.88, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
411,  0,  16.400,  0.98,  1,  17.5,  -252.9,  1187.3,  0.149,  0.485,  -0.017, 0.24, 0.15, 1.99, 0.18, 0.00, 1.24, 0.08, 1.10, 0.00, 0.00, 0.00, 0.67, 0.19, 0.00, 0.24, 0.00, 1.26, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
412,  0,  16.440,  0.98,  1,  23.8,  -254.4,  1191.8,  0.131,  0.441,  0.002, 0.14, 0.15, 1.59, 0.20, 0.00, 1.09, 0.00, 0.96, 0.00, 0.00, 0.00, 0.50, 0.13, 0.00, 0.18, 0.00, 1.40, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
413,  0,  16.480,  0.98,  1,  32.7,  -253.4,  1191.2,  0.138,  0.378,  0.012, 0.04, 0.10, 1.32, 0.07, 0.06, 1.39, 0.00, 1.15, 0.00, 0.00, 0.00, 0.28, 0.00, 0.00, 0.49, 0.00, 1.24, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
414,  0,  16.520,  0.98,  1,  43.1,  -250.0,  1186.8,  0.126,  0.319,  0.025, 0.00, 0.00, 1.36, 0.03, 0.06, 1.82, 0.00, 1.02, 0.00, 0.00, 0.00, 0.05, 0.00, 0.10, 0.71, 0.21, 0.84, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
415,  0,  16.560,  0.88,  1,  53.3,  -248.2,  1188.2,  0.150,  0.245,  0.029, 0.00, 0.00, 1.65, 0.00, 0.08, 1.94, 0.10, 1.08, 0.00, 0.00, 0.00, 0.00, 0.00, 0.10, 0.59, 0.41, 0.72, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
416,  0,  16.600,  0.98,  1,  73.8,  -244.2,  1187.6,  0.140,  0.086,  -0.021, 0.00, 0.00, 1.99, 0.00, 0.03, 1.93, 0.22, 1.29, 0.00, 0.00, 0.03, 0.04, 0.00, 0.10, 0.22, 0.63, 0.36, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
417,  0,  16.640,  0.98,  1,  83.4,  -235.8,  1171.1,  0.170,  -0.034,  -0.027, 0.00, 0.00, 2.08, 0.00, 0.09, 1.54, 0.38, 1.75, 0.00, 0.00, 0.04, 0.05, 0.08, 0.00, 0.05, 0.86, 0.25, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
418,  0,  16.680,  0.98,  1,  91.8,  -225.7,  1143.2,  0.222,  -0.140,  -0.030, 0.00, 0.00, 2.42, 0.00, 0.22, 1.46, 0.29, 2.20, 0.07, 0.00, 0.12, 0.29, 0.26, 0.00, 0.46, 1.12, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
419,  0,  16.720,  0.98,  1,  99.6,  -219.0,  1137.0,  0.239,  -0.202,  -0.026, 0.00, 0.00, 2.68, 0.00, 0.51, 1.61, 0.16, 2.17, 0.07, 0.00, 1.02, 0.40, 0.31, 0.00, 0.91, 0.91, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
420,  0,  16.760,  0.98,  1,  103.3,  -216.5,  1139.4,  0.206,  -0.212,  -0.018, 0.00, 0.00, 3.16, 0.00, 0.76, 1.96, 0.00, 2.42, 0.07, 0.00, 2.36, 1.35, 1.90, 0.00, 1.58, 1.01, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
421,  0,  16.800,  0.98,  1,  102.3,  -211.7,  1132.4,  0.190,  -0.202,  -0.019, 0.00, 0.00, 3.34, 0.00, 0.88, 2.23, 0.00, 1.74, 0.00, 0.00, 3.33, 1.11, 2.68, 0.00, 1.16, 0.58, 0.09, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
422,  0,  16.840,  0.98,  1,  98.0,  -207.7,  1131.4,  0.167,  -0.177,  -0.028, 0.00, 0.00, 3.28, 0.00, 0.82, 2.19, 0.00, 1.64, 0.00, 0.00, 2.40, 1.06, 2.66, 0.00, 0.71, 1.71, 0.25, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 1.00
423,  0,  16.880,  0.93,  1,  92.1,  -207.6,  1139.6,  0.182,  -0.093,  -0.049, 0.00, 0.00, 3.11, 0.00, 0.72, 2.03, 0.05, 1.42, 0.00, 0.00, 1.05, 0.30, 1.04, 0.00, 0.40, 2.12, 0.52, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
424,  0,  16.920,  0.98,  1,  83.4,  -212.0,  1158.0,  0.223,  -0.034,  -0.049, 0.00, 0.00, 2.76, 0.00, 0.62, 1.76, 0.10, 1.67, 0.00, 0.00, 0.02, 0.38, 0.06, 0.00, 0.40, 2.35, 0.79, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
425,  0,  16.960,  0.98,  1,  73.0,  -215.3,  1170.7,  0.169,  0.030,  -0.051, 0.00, 0.00, 2.50, 0.05, 0.50, 1.47, 0.14, 1.38, 0.00, 0.00, 0.02, 0.34, 0.04, 0.00, 0.43, 1.42, 1.09, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
426,  0,  17.000,  0.98,  1,  62.0,  -216.6,  1174.1,  0.178,  0.135,  -0.069, 0.00, 0.00, 2.14, 0.05, 0.41, 1.30, 0.09, 0.72, 0.00, 0.00, 0.02, 0.19, 0.00, 0.00, 0.03, 0.46, 1.12, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
427,  0,  17.040,  0.88,  1,  50.4,  -213.5,  1155.9,  0.210,  0.161,  -0.085, 0.00, 0.09, 1.83, 0.05, 0.25, 1.14, 0.03, 0.32, 0.00, 0.00, 0.00, 0.34, 0.00, 0.00, 0.03, 0.21, 0.86, 0.00, 0.00, 1.00, 0.00, 1.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
428,  0,  17.080,  0.98,  1,  29.2,  -217.1,  1164.2,  0.211,  0.318,  0.013, 0.00, 0.19, 1.53, 0.00, 0.11, 1.17, 0.03, 0.17, 0.00, 0.00, 0.00, 0.58, 0.00, 0.03, 0.00, 0.01, 0.40, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
429,  0,  17.120,  0.98,  1,  17.7,  -218.3,  1152.2,  0.208,  0.381,  0.021, 0.00, 0.26, 1.37, 0.00, 0.00, 1.03, 0.23, 0.43, 0.00, 0.00, 0.00, 0.78, 0.00, 0.03, 0.07, 0.00, 0.25, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
430,  0,  17.160,  0.98,  1,  7.7,  -220.2,  1145.2,  0.219,  0.454,  0.031, 0.04, 0.19, 1.46, 0.21, 0.00, 1.03, 0.41, 0.87, 0.00, 0.00, 0.00, 0.84, 0.00, 0.15, 0.15, 0.00, 0.31, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
431,  0,  17.200,  0.98,  1,  1.4,  -225.7,  1156.1,  0.187,  0.507,  0.055, 0.07, 0.27, 1.63, 0.27, 0.00, 1.02, 0.54, 1.34, 0.00, 0.00, 0.00, 0.88, 0.00, 0.40, 0.15, 0.00, 0.32, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
432,  0,  17.240,  0.98,  1,  0.1,  -231.4,  1169.3,  0.173,  0.514,  0.056, 0.07, 0.26, 1.70, 0.35, 0.00, 1.22, 0.50, 1.58, 0.00, 0.00, 0.00, 1.06, 0.00, 0.70, 0.08, 0.00, 0.26, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
433,  0,  17.280,  0.98,  1,  2.2,  -232.2,  1167.9,  0.189,  0.501,  0.041, 0.04, 0.23, 1.80, 0.14, 0.00, 1.34, 0.39, 1.47, 0.00, 0.00, 0.00, 1.20, 0.00, 0.85, 0.00, 0.13, 0.10, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
434,  0,  17.320,  0.98,  1,  6.0,  -227.4,  1150.3,  0.216,  0.491,  0.019, 0.00, 0.07, 1.98, 0.08, 0.00, 1.50, 0.23, 0.85, 0.00, 0.00, 0.00, 1.21, 0.00, 0.94, 0.25, 0.75, 0.09, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
435,  0,  17.360,  0.98,  1,  10.2,  -222.4,  1129.5,  0.230,  0.484,  0.006, 0.02, 0.00, 2.34, 0.00, 0.00, 1.66, 0.08, 0.35, 0.00, 0.00, 0.00, 1.19, 0.00, 1.03, 0.49, 1.48, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
436,  0,  17.400,  0.98,  1,  12.9,  -220.5,  1119.7,  0.238,  0.476,  0.001, 0.15, 0.00, 2.50, 0.00, 0.00, 1.93, 0.00, 0.00, 0.00, 0.00, 0.00, 1.24, 0.00, 1.12, 0.69, 2.13, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00
437,  0,  17.440,  0.98,  1,  13.8,  -219.2,  1115.1,  0.245,  0.487,  -0.003, 0.26, 0.03, 2.65, 0.00, 0.00, 1.95, 0.02, 0.00, 0.00, 0.00, 0.00, 1.36, 0.00, 1.09, 0.73, 2.32, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 1.00, 0.00, 1.00
438,  0,  17.480,  0.98,  1,  13.2,  -217.3,  1109.4,  0.253,  0.504,  -0.009, 0.41, 0.03, 2.73, 0.00, 0.00, 1.89, 0.07, 0.00, 0.00, 0.00, 0.00, 1.44, 0.00, 1.01, 0.85, 2.41, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
439,  0,  17.520,  0.98,  1,  13.3,  -217.4,  1110.5,  0.263,  0.512,  -0.012, 0.34, 0.03, 2.80, 0.00, 0.00, 1.74, 0.12, 0.12, 0.00, 0.00, 0.00, 1.48, 0.00, 0.85, 1.07, 2.52, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
440,  0,  17.560,  0.98,  1,  13.2,  -217.6,  1111.3,  0.266,  0.510,  -0.013, 0.28, 0.00, 2.80, 0.00, 0.00, 1.78, 0.16, 0.35, 0.00, 0.01, 0.00, 1.55, 0.00, 0.69, 1.23, 2.51, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 1.00, 0.00, 0.00, 1.00, 1.00, 0.00, 1.00
